;snmae;dnmae;z;sname;dname;z
372;Biggs ;Biggs Unified;0.2657125737;Toyon ;Berryessa Union ;1.6182060508
1322;Pine Street ;Bishop Unified;2.8454154885;Ruskin ;Berryessa Union ;1.7493259903
1323;Elm Street ;Bishop Unified;1.4702511939;Cherrywood ;Berryessa Union ;-0.2698914063
8275;Black Butte ;Black Butte Union ;-0.7801400535;Vinci Park ;Berryessa Union ;0.6454482236
782;American River Charter;Black Oak Mine Unified;-1.6200371338;Brooktree ;Berryessa Union ;-0.4528688345
784;Georgetown ;Black Oak Mine Unified;-2.1300564246;Majestic Way ;Berryessa Union ;0.7750770866
785;Northside ;Black Oak Mine Unified;0.2497298389;Summerdale ;Berryessa Union ;0.2939184024
7696;Trivium Charter;Blochman Union ;-0.3659930356;Beverly Vista ;Beverly Hills Unified;-0.994620722
7697;Benjamin Foxen ;Blochman Union ;0.9257791355;El Rodeo ;Beverly Hills Unified;0.7805338068
1163;Blue Lake ;Blue Lake Union ;-2.4617210097;Hawthorne ;Beverly Hills Unified;-3.0715061618
3866;Bolinas-Stinson ;Bolinas-Stinson Union;0.7291813441;Horace Mann ;Beverly Hills Unified;-3.9060404789
1866;Allen Avenue ;Bonita Unified;-1.2227621811;Tenaya ;Big Oak Flat-Groveland Unified;-2.3474148499
1867;Arma J. Shull ;Bonita Unified;-2.0002352441;Big Springs ;Big Springs Union ;0.231519325
1868;Fred Ekstrand ;Bonita Unified;-1.2399471616;Big Sur Charter;Big Sur Unified;-1.6716610772
1869;Gladstone ;Bonita Unified;-1.7393056542;Biggs ;Biggs Unified;0.2089656814
1870;Grace Miller ;Bonita Unified;0.4863457819;Pine Street ;Bishop Unified;0.5492981929
1871;J. Marion Roynon ;Bonita Unified;-1.8802706987;American River Charter;Black Oak Mine Unified;-0.2920328995
1872;La Verne Heights ;Bonita Unified;-1.0290961967;Georgetown ;Black Oak Mine Unified;-1.9389829898
1875;Oak Mesa ;Bonita Unified;-1.8962004412;Northside ;Black Oak Mine Unified;0.6413632838
6430;Bonsall West ;Bonsall Union ;0.9059070451;Trivium Charter;Blochman Union ;-0.476003518
6431;Bonsall ;Bonsall Union ;0.1430119803;Benjamin Foxen ;Blochman Union ;2.3042920619
4144;Bradley ;Bradley Union ;1.0878663241;Blue Lake ;Blue Lake Union ;1.3344015582
1242;Miguel Hidalgo ;Brawley ;-0.6269042078;Bolinas-Stinson ;Bolinas-Stinson Union;-1.6783403019
1243;J. W. Oakley ;Brawley ;1.2452138903;Allen Avenue ;Bonita Unified;-0.1075055435
1244;Myron D. Witter ;Brawley ;2.3466062348;Arma J. Shull ;Bonita Unified;-1.7764654028
1245;Phil D. Swing ;Brawley ;-1.6966416378;Fred Ekstrand ;Bonita Unified;0.4986881372
4385;Arovista ;Brea-Olinda Unified;2.1391768752;Gladstone ;Bonita Unified;-0.9318098641
4386;Laurel ;Brea-Olinda Unified;-1.1030434876;Grace Miller ;Bonita Unified;-0.2187131404
4387;Mariposa ;Brea-Olinda Unified;0.8074791237;J. Marion Roynon ;Bonita Unified;0.1358321498
4388;Olinda ;Brea-Olinda Unified;2.5479578761;La Verne Heights ;Bonita Unified;0.9369637194
4390;William E. Fanning ;Brea-Olinda Unified;1.9363301586;Oak Mesa ;Bonita Unified;-0.8108829828
4391;Brea Country Hills ;Brea-Olinda Unified;0.7994665992;Bonsall West ;Bonsall Unified;-8.5983328064
518;Pioneer ;Brentwood Union ;1.4121559618;Bonsall ;Bonsall Unified;-7.0052040653
519;Marsh Creek ;Brentwood Union ;-0.0867842177;Oxford Preparatory Academy;Borrego Springs Unified;-2.2613819699
521;Brentwood ;Brentwood Union ;0.7483418953;Bradley ;Bradley Union ;2.5281243309
523;Garin ;Brentwood Union ;2.5375207377;Miguel Hidalgo ;Brawley ;-1.0139913683
524;Ron Nunn ;Brentwood Union ;-0.4975456534;J. W. Oakley ;Brawley ;0.9173509408
526;Loma Vista ;Brentwood Union ;-0.3511004578;Myron D. Witter ;Brawley ;0.2415462156
527;R. Paul Krey ;Brentwood Union ;-1.0831261983;Phil D. Swing ;Brawley ;-1.3776287519
9199;Olivelands ;Briggs ;0.0922530259;Arovista ;Brea-Olinda Unified;4.3857325292
7532;Brisbane ;Brisbane ;1.4866446871;Laurel ;Brea-Olinda Unified;-0.5639718831
7534;Panorama ;Brisbane ;0.4367108359;Mariposa ;Brea-Olinda Unified;1.1959542159
8853;Brittan ;Brittan ;1.362251195;Olinda ;Brea-Olinda Unified;1.6384336951
729;Oak Meadow ;Buckeye Union ;0.7246757859;William E. Fanning ;Brea-Olinda Unified;0.4209989981
730;Charter Montessori Blue Oak Campus;Buckeye Union ;1.1152365092;Brea Country Hills ;Brea-Olinda Unified;1.8524892036
732;Buckeye ;Buckeye Union ;-1.7009193599;Pioneer ;Brentwood Union ;1.2620869939
733;William Brooks ;Buckeye Union ;-1.3527390122;Marsh Creek ;Brentwood Union ;0.9616184884
735;Blue Oak ;Buckeye Union ;1.5027617624;Mary Casey Black ;Brentwood Union ;0.0027515057
736;Silva Valley ;Buckeye Union ;-1.1550572699;Brentwood ;Brentwood Union ;-0.0761610864
7720;Oak Valley ;Buellton Union ;1.0902108188;Garin ;Brentwood Union ;1.3541176292
4393;Arthur F. Corey ;Buena Park ;-0.5313193687;Ron Nunn ;Brentwood Union ;-1.6190175265
4394;Carl E. Gilbert ;Buena Park ;-0.3419266544;Loma Vista ;Brentwood Union ;0.5733951711
4395;Charles G. Emery ;Buena Park ;4.5577958056;R. Paul Krey ;Brentwood Union ;0.8480730458
4396;Gordon H. Beatty ;Buena Park ;2.6643716862;Olivelands ;Briggs ;-0.654787576
4398;James A. Whitaker ;Buena Park ;-0.6436391843;Brisbane ;Brisbane ;1.8585800581
4399;Mabel L. Pendleton ;Buena Park ;0.8963410403;Panorama ;Brisbane ;0.1262011199
8970;Buena Vista ;Buena Vista ;-0.5138141322;Brittan ;Brittan ;-0.6008750182
1880;Walt Disney ;Burbank Unified;-0.3155812324;Browns ;Browns ;0.8679245002
1881;Thomas Edison ;Burbank Unified;-2.2123334442;Oak Meadow ;Buckeye Union ;2.2276418257
1882;Ralph Emerson ;Burbank Unified;-0.6474282959;Charter Montessori Blue Oak Campus;Buckeye Union ;0.5961876567
1883;Bret Harte ;Burbank Unified;-0.3082622384;California Montessori Project-Shingle Springs Camp;Buckeye Union ;-0.1090258867
1884;Thomas Jefferson ;Burbank Unified;0.301869067;Buckeye ;Buckeye Union ;0.2426581437
1885;William McKinley ;Burbank Unified;-1.4478851637;William Brooks ;Buckeye Union ;2.1851791845
1886;Joaquin Miller ;Burbank Unified;-2.9650544286;Blue Oak ;Buckeye Union ;-0.0992040941
1887;Providencia ;Burbank Unified;1.1302296883;Silva Valley ;Buckeye Union ;0.1621324666
1888;Theodore Roosevelt ;Burbank Unified;-1.47184235;Oak Valley ;Buellton Union ;3.3687300547
1889;R. L. Stevenson ;Burbank Unified;-0.7098798887;Arthur F. Corey ;Buena Park ;0.096669701
1890;George Washington ;Burbank Unified;-2.4531432685;Carl E. Gilbert ;Buena Park ;-1.3301450131
7537;Franklin ;Burlingame ;-0.3114055576;Charles G. Emery ;Buena Park ;3.4278209203
7539;McKinley ;Burlingame ;0.1097722378;Gordon H. Beatty ;Buena Park ;3.3874342577
7540;Roosevelt ;Burlingame ;0.7738599679;James A. Whitaker ;Buena Park ;-1.9627619015
7541;Washington ;Burlingame ;0.4944478357;Mabel L. Pendleton ;Buena Park ;-1.0324664917
8942;Burnt Ranch ;Burnt Ranch ;-0.0979785162;Buena Vista ;Buena Vista ;-0.6606275035
8972;Summit Charter Academy;Burton ;1.8953841585;Walt Disney ;Burbank Unified;0.1687737917
8974;Burton ;Burton ;-0.0754060867;Thomas Edison ;Burbank Unified;0.7144938649
8976;Oak Grove ;Burton ;0.0128272151;Ralph Emerson ;Burbank Unified;1.3405718307
8977;William R. Buckley ;Burton ;-0.2908653821;Bret Harte ;Burbank Unified;2.31516269
8978;Jim Maples Academy;Burton ;0.5291919014;Thomas Jefferson ;Burbank Unified;1.4727682105
365;CORE Butte Charter;Butte County Office of Educati;-1.1810502058;William McKinley ;Burbank Unified;1.2760468461
8400;Butte Valley ;Butte Valley Unified;0.0640233932;Joaquin Miller ;Burbank Unified;-0.5801887807
8361;Butteville ;Butteville Union ;0.3616416777;Providencia ;Burbank Unified;2.7684536487
530;Discovery Bay ;Byron Union ;0.2655447845;Theodore Roosevelt ;Burbank Unified;-0.2689913705
531;Timber Point ;Byron Union ;1.2648901693;R. L. Stevenson ;Burbank Unified;-0.057472748
7544;Alvin S. Hatch ;Cabrillo Unified;6.2767812322;George Washington ;Burbank Unified;-0.1913911094
7545;El Granada ;Cabrillo Unified;2.8891456189;Franklin ;Burlingame ;-0.4726703414
7546;Farallone View ;Cabrillo Unified;3.1356196483;Lincoln ;Burlingame ;3.1308963975
6439;EJE  Academy Charter;Cajon Valley Union;-0.3711485786;McKinley ;Burlingame ;0.1150670254
6443;Bostonia ;Cajon Valley Union;-0.0746855696;Roosevelt ;Burlingame ;3.6516710022
6446;Crest ;Cajon Valley Union;1.4501673502;Washington ;Burlingame ;2.8002447699
6448;Flying Hills ;Cajon Valley Union;-0.5224511206;Burnt Ranch ;Burnt Ranch ;-1.8606619733
6449;Fuerte ;Cajon Valley Union;-0.7621784556;Summit Charter Academy;Burton ;-0.1035328877
6453;Madison Avenue ;Cajon Valley Union;2.8988819639;Burton ;Burton ;-2.2814053808
6455;Meridian ;Cajon Valley Union;-1.3477729221;Oak Grove ;Burton ;-1.8384937097
6457;Rios ;Cajon Valley Union;-1.6211061872;William R. Buckley ;Burton ;-1.7791270889
6458;W. D. Hall ;Cajon Valley Union;0.0774504903;Jim Maples Academy;Burton ;-0.9866936237
6459;Avocado ;Cajon Valley Union;0.0369574762;Butte Valley ;Butte Valley Unified;1.3421414389
6461;Vista Grande ;Cajon Valley Union;-2.0075246703;Butteville ;Butteville Union ;0.2571010409
6462;Rancho San Diego ;Cajon Valley Union;-1.7455651556;Vista Oaks Charter;Byron Union ;-4.4268079579
6463;Jamacha ;Cajon Valley Union;-0.9752695198;Discovery Bay ;Byron Union ;0.5748090746
6464;Blossom Valley ;Cajon Valley Union;-0.1789873022;Timber Point ;Byron Union ;-0.2668008945
451;Mokelumne Hill ;Calaveras Unified;-0.2903102127;Alvin S. Hatch ;Cabrillo Unified;6.4609139646
453;San Andreas ;Calaveras Unified;0.6255602786;El Granada ;Cabrillo Unified;3.4125339314
454;Valley Springs ;Calaveras Unified;-0.1954549488;Farallone View ;Cabrillo Unified;6.1801305078
457;Jenny Lind ;Calaveras Unified;-3.030594118;Manuel F. Cunha Intermediate;Cabrillo Unified;6.5918577275
4256;Calistoga ;Calistoga Joint Unified;0.4902104389;EJE  Academy Charter;Cajon Valley Union;0.9388741171
7875;Bagby ;Cambrian;1.219104915;Anza ;Cajon Valley Union;-5.8190606693
7876;Fammatre ;Cambrian;1.5010537586;Bostonia ;Cajon Valley Union;-0.4725517125
7877;Farnham Charter;Cambrian;1.983180889;Chase Avenue ;Cajon Valley Union;-4.2500465951
7879;Sartorette Charter;Cambrian;2.2985495116;Crest ;Cajon Valley Union;0.2519831255
739;Camino Science and Natural Resources Cha;Camino Union ;-0.1434566892;Flying Hills ;Cajon Valley Union;0.898378917
740;Camino ;Camino Union ;-2.208514609;Fuerte ;Cajon Valley Union;0.4794826012
7881;Blackford ;Campbell Union;-1.9870443272;Lexington ;Cajon Valley Union;-4.2771587535
7883;Capri ;Campbell Union;-2.9023102021;Madison Avenue ;Cajon Valley Union;-1.7523057612
7884;Castlemont ;Campbell Union;0.7771996507;Magnolia ;Cajon Valley Union;-5.4568172433
7885;Forest Hill ;Campbell Union;-1.7363181919;Meridian ;Cajon Valley Union;-0.9144353687
7886;Lynhaven ;Campbell Union;-0.7376323701;Naranca ;Cajon Valley Union;-3.9145010657
7887;Marshall Lane ;Campbell Union;1.7611224836;Rios ;Cajon Valley Union;-1.216480532
7889;Rolling Hills Middle;Campbell Union;0.1881420364;W. D. Hall ;Cajon Valley Union;0.0893577967
7891;Sherman Oaks ;Campbell Union;0.5468214744;Avocado ;Cajon Valley Union;1.2813703424
9452;Camptonville Academy;Camptonville ;-0.1056860304;Vista Grande ;Cajon Valley Union;-1.5788471364
1123;Capay Joint Union ;Capay Joint Union ;1.3120800611;Rancho San Diego ;Cajon Valley Union;-0.6980549728
4401;Canyon Vista ;Capistrano Unified;0.4021231726;Jamacha ;Cajon Valley Union;-1.5379327228
4402;Vista del Mar ;Capistrano Unified;0.585799169;Blossom Valley ;Cajon Valley Union;3.1475950721
4404;Ladera Ranch ;Capistrano Unified;1.9257427411;Mokelumne Hill ;Calaveras Unified;1.4633308931
4407;Oso Grande ;Capistrano Unified;-2.9817185414;San Andreas ;Calaveras Unified;-0.7017319668
4411;Oxford Preparatory Academy - South Orang;Capistrano Unified;-8.5682537864;Valley Springs ;Calaveras Unified;0.3956860383
4417;Concordia ;Capistrano Unified;1.506692445;Jenny Lind ;Calaveras Unified;-1.7386896688
4418;Crown Valley ;Capistrano Unified;0.6751620098;Cesar Chavez ;Calexico Unified;-3.2131296126
4419;Las Palmas ;Capistrano Unified;8.8670975178;Dool ;Calexico Unified;-3.5453674643
4420;Palisades ;Capistrano Unified;1.5591202014;Jefferson ;Calexico Unified;-0.3939758289
4421;Richard Henry Dana ;Capistrano Unified;1.0522363117;Kennedy Gardens;Calexico Unified;-0.3592937663
4422;San Juan ;Capistrano Unified;3.0310670183;Blanche Charles ;Calexico Unified;-1.3044596618
4424;Viejo ;Capistrano Unified;1.0302456593;Fremont Primary;Calipatria Unified;2.0956866863
4425;Castille ;Capistrano Unified;2.2819603971;Calistoga ;Calistoga Joint Unified;1.6175064541
4426;Del Obispo ;Capistrano Unified;-0.7544643845;Bagby ;Cambrian;3.5757301921
4427;Moulton ;Capistrano Unified;0.5610630344;Fammatre ;Cambrian;2.2293066879
4429;Harold Ambuehl ;Capistrano Unified;2.3568222302;Farnham Charter;Cambrian;1.65634954
4431;Carl Hankey ;Capistrano Unified;2.3803001594;Sartorette Charter;Cambrian;1.0236861325
4433;Marian Bergeson ;Capistrano Unified;1.1611176373;Camino Science and Natural Resources Charter;Camino Union ;-0.1771848969
4434;Truman Benedict ;Capistrano Unified;2.0037308745;Camino ;Camino Union ;-0.2888880942
4435;George White ;Capistrano Unified;2.1523187889;Blackford ;Campbell Union;-0.9754282489
4436;Philip J. Reilly /Special Educ;Capistrano Unified;1.2435938487;Capri ;Campbell Union;1.6990824013
4437;Arroyo Vista ;Capistrano Unified;-1.4044048537;Castlemont ;Campbell Union;2.6632274577
4439;Bathgate ;Capistrano Unified;-0.4594206931;Forest Hill ;Campbell Union;0.7713834543
4440;Hidden Hills ;Capistrano Unified;1.7449007239;Lynhaven ;Campbell Union;0.5315535361
4441;Clarence Lobo ;Capistrano Unified;0.7028486002;Marshall Lane ;Campbell Union;3.2150496277
4442;John Malcom ;Capistrano Unified;0.6023884124;Rolling Hills Middle;Campbell Union;3.8181543662
4443;Wood Canyon ;Capistrano Unified;0.0351189976;Sherman Oaks ;Campbell Union;2.223265155
4444;Oak Grove ;Capistrano Unified;1.9804000567;Camptonville ;Camptonville ;0.9193518049
4445;Las Flores ;Capistrano Unified;0.993259317;Camptonville Academy;Camptonville ;-3.7325272464
4448;Don Juan Avila ;Capistrano Unified;1.2564736323;Capay Joint Union ;Capay Joint Union ;0.4417114685
4452;Tijeras Creek ;Capistrano Unified;-1.9338750604;Canyon Vista ;Capistrano Unified;2.052631657
4453;Journey;Capistrano Unified;-2.927999327;Vista del Mar ;Capistrano Unified;1.5399953171
4455;Chaparral ;Capistrano Unified;-0.6116349315;Ladera Ranch ;Capistrano Unified;2.2896562939
4456;Marblehead ;Capistrano Unified;3.9325329511;Oso Grande ;Capistrano Unified;0.7590091197
4457;Laguna Niguel ;Capistrano Unified;2.1649521701;Oxford Preparatory Academy - South Orange County;Capistrano Unified;0.4581406504
6468;Ada W. Harris ;Cardiff ;0.3984950261;Concordia ;Capistrano Unified;3.3646767986
6469;Cardiff ;Cardiff ;1.044685757;Crown Valley ;Capistrano Unified;2.2377620568
7043;Poinsettia ;Carlsbad Unified;3.0228605976;Las Palmas ;Capistrano Unified;6.9434473476
7045;Buena Vista ;Carlsbad Unified;0.5260870904;Palisades ;Capistrano Unified;0.7927258962
7046;Jefferson ;Carlsbad Unified;0.8791601281;Richard Henry Dana ;Capistrano Unified;-0.3803642066
7047;Magnolia ;Carlsbad Unified;1.0924951193;San Juan ;Capistrano Unified;4.1579471093
7049;Kelly ;Carlsbad Unified;3.09710158;Viejo ;Capistrano Unified;0.3809751854
7050;Hope ;Carlsbad Unified;-1.5792395562;Castille ;Capistrano Unified;0.1418689153
7051;Aviara Oaks ;Carlsbad Unified;1.0852127124;Del Obispo ;Capistrano Unified;0.9734978055
7052;Pacific Rim ;Carlsbad Unified;-6.6729171407;Moulton ;Capistrano Unified;1.5281202999
7054;Calavera Hills ;Carlsbad Unified;2.7166842229;Harold Ambuehl ;Capistrano Unified;2.7081175154
4149;Carmel River ;Carmel Unified;-0.6419439901;Carl Hankey ;Capistrano Unified;2.191478614
4150;Tularcitos ;Carmel Unified;0.4190908893;Marian Bergeson ;Capistrano Unified;4.3051411805
7724;Aliso ;Carpinteria Unified;-1.0754762446;Truman Benedict ;Capistrano Unified;2.0929147367
7725;Canalino ;Carpinteria Unified;3.3894345156;George White ;Capistrano Unified;3.9627474736
1111;Caruthers ;Caruthers Unified;2.6340709922;Philip J. Reilly /Special Education;Capistrano Unified;0.9350989304
8279;Anderson Heights ;Cascade Union ;-0.9827814242;Arroyo Vista ;Capistrano Unified;0.220616539
1895;Northlake Hills ;Castaic Union;0.8535311871;Bathgate ;Capistrano Unified;3.1122148257
1896;Castaic ;Castaic Union;4.5668178736;Hidden Hills ;Capistrano Unified;0.5681781431
1898;Live Oak ;Castaic Union;0.8156879119;Clarence Lobo ;Capistrano Unified;2.0489155396
57;Castro Valley ;Castro Valley Unified;-0.7172875587;John Malcom ;Capistrano Unified;0.3322106198
58;Chabot ;Castro Valley Unified;-0.6229082689;Wood Canyon ;Capistrano Unified;0.2429522065
60;Independent ;Castro Valley Unified;0.2639008898;Oak Grove ;Capistrano Unified;2.9026229362
61;Marshall ;Castro Valley Unified;-0.71409328;Las Flores ;Capistrano Unified;1.5439087379
63;Proctor ;Castro Valley Unified;0.6952697289;Don Juan Avila ;Capistrano Unified;0.2838966793
64;Stanton ;Castro Valley Unified;-1.4423860263;Chaparral ;Capistrano Unified;0.727912848
65;Vannoy ;Castro Valley Unified;-1.2437950687;Marblehead ;Capistrano Unified;2.2778503218
7459;Cayucos ;Cayucos ;0.7575511556;Laguna Niguel ;Capistrano Unified;4.1471210496
5800;Arthur S. Dudley ;Center Joint Unified;-2.6767987362;Ada W. Harris ;Cardiff ;3.0372672805
5801;Cyril Spinelli ;Center Joint Unified;-2.2583687662;Poinsettia ;Carlsbad Unified;3.6352627989
5802;Oak Hill ;Center Joint Unified;-0.0396522484;Buena Vista ;Carlsbad Unified;0.5086018492
5803;North Country ;Center Joint Unified;-1.2649201743;Jefferson ;Carlsbad Unified;1.6108399845
5950;Central ;Central ;-0.360595069;Magnolia ;Carlsbad Unified;1.5290523891
5952;Valle Vista ;Central ;0.0132907542;Kelly ;Carlsbad Unified;1.3163614148
5953;Do�a Merced ;Central ;-2.1040228153;Hope ;Carlsbad Unified;0.4532177966
5954;Bear Gulch ;Central ;-1.64139307;Aviara Oaks ;Carlsbad Unified;1.4735653011
5955;Coyote Canyon ;Central ;-0.2281409179;Pacific Rim ;Carlsbad Unified;-1.9062672127
1064;James K. Polk ;Central Unified;-2.8225765961;Calavera Hills ;Carlsbad Unified;2.0364498296
1065;Harvest ;Central Unified;-1.2154096132;Tularcitos ;Carmel Unified;0.7751281035
1071;Herndon-Barstow ;Central Unified;-0.9330675717;Aliso ;Carpinteria Unified;1.2892196429
1072;Houghton-Kearney ;Central Unified;5.1227219081;Canalino ;Carpinteria Unified;0.8798025445
1073;Madison ;Central Unified;0.1688186283;Caruthers ;Caruthers Unified;1.8687009473
1075;McKinley ;Central Unified;1.2584381177;Anderson Heights ;Cascade Union ;-2.4559985274
1076;Roosevelt ;Central Unified;-0.1711836967;Northlake Hills ;Castaic Union;0.8119595346
1077;Teague ;Central Unified;-0.7293811926;Castaic ;Castaic Union;0.9767350605
1078;William Saroyan ;Central Unified;-3.552209298;Live Oak ;Castaic Union;2.2076376811
1079;John Steinbeck ;Central Unified;0.9550045235;Castro Valley ;Castro Valley Unified;0.8784105216
1080;Norman Liddell ;Central Unified;-2.1017278825;Chabot ;Castro Valley Unified;-0.8338195562
1081;River Bluff ;Central Unified;0.1246136438;Independent ;Castro Valley Unified;-0.8322824001
1617;Akers ;Central Union ;-2.8196941731;Marshall ;Castro Valley Unified;-0.1231084999
1618;Central ;Central Union ;-2.852247187;Proctor ;Castro Valley Unified;0.4384847591
1619;R. J. Neutra;Central Union ;-2.130014758;Stanton ;Castro Valley Unified;0.0284635838
4459;Buena Terra ;Centralia ;0.1697325209;Vannoy ;Castro Valley Unified;0.2900086064
4460;Centralia ;Centralia ;-1.8362156758;Cayucos ;Cayucos ;0.0650429787
4461;Danbrook ;Centralia ;-2.5650697241;Arthur S. Dudley ;Center Joint Unified;-1.9439103205
4462;George B. Miller ;Centralia ;-2.0745277265;Cyril Spinelli ;Center Joint Unified;-1.6825337988
4463;Glen H. Dysinger Sr. ;Centralia ;-1.9497963222;Oak Hill ;Center Joint Unified;-1.8301565775
4464;Raymond Temple ;Centralia ;0.5386828799;North Country ;Center Joint Unified;-2.2235794892
4465;San Marino ;Centralia ;-2.1968811076;Central ;Central ;0.1095735211
4466;Los Coyotes ;Centralia ;-2.6322540407;Valle Vista ;Central ;-0.8517060015
8677;Whitmore Charter School of Art & Technol;Ceres Unified;-0.6154688963;Doﾱa Merced ;Central ;0.0650762366
8679;Joel J. Hidahl ;Ceres Unified;-1.3645484875;Bear Gulch ;Central ;-3.4616164498
8680;M. Robert Adkison ;Ceres Unified;-2.8892672483;Coyote Canyon ;Central ;-0.2126791797
