sname;sname;dname;z
10013;Sinclear ;Ceres Unified;-0.783907233
10014;La Rosa ;Ceres Unified;-1.1478569617
10015;Aspire Summit Charter Academy;Ceres Unified;-0.0574034363
10022;Carroll Fowler ;Ceres Unified;-3.6818469387
10025;Walter White ;Ceres Unified;-3.75524815
10028;Virginia Parks ;Ceres Unified;-0.0085603134
10029;Samuel Vaughn ;Ceres Unified;-2.83261903
2302;Badillo ;Charter Oak Unified;-1.4405114181
2303;Cedargrove ;Charter Oak Unified;-0.4676772833
2304;Glen Oak ;Charter Oak Unified;0.5518886565
2306;Washington ;Charter Oak Unified;-1.1811298631
2307;Willow ;Charter Oak Unified;0.339969759
10033;Chatom ;Chatom Union;1.7130615983
4438;North Fork ;Chawanakee Unified;1.4860400222
4439;Spring Valley ;Chawanakee Unified;-1.9041935205
5026;Chicago Park ;Chicago Park ;0.3759644779
435;Nord Country;Chico Unified;-1.9493197696
437;Forest Ranch Charter;Chico Unified;-0.3189671337
439;Sherwood Montessori;Chico Unified;-0.237000927
449;Hooker Oak ;Chico Unified;2.3298070067
450;McManus (John A.) ;Chico Unified;-1.8722865236
451;Marigold ;Chico Unified;1.8921493945
452;Neal Dow ;Chico Unified;1.3183169913
453;Parkview ;Chico Unified;5.3626745619
454;Rosedale ;Chico Unified;3.2198150508
455;Shasta ;Chico Unified;2.6382643631
456;Sierra View ;Chico Unified;1.381322478
459;Little Chico Creek ;Chico Unified;-0.4662355288
460;Emma Wilson ;Chico Unified;1.030803706
461;Chico Country Day;Chico Unified;-0.9128746751
463;Blue Oak Charter;Chico Unified;-1.2229470737
6846;Edwin Rhodes ;Chino Valley Unified;2.8667946513
6847;Michael G. Wickman ;Chino Valley Unified;-1.6605001645
6848;Liberty ;Chino Valley Unified;-1.4384867144
6849;Chaparral ;Chino Valley Unified;1.3469085852
6850;Cal Aero Preserve Academy;Chino Valley Unified;-0.5227624627
6851;Oxford Preparatory Academy - Chino Valley;Chino Valley Unified;-2.315649446
6859;E. J. Marshall ;Chino Valley Unified;-1.9533341533
6860;Glenmeade ;Chino Valley Unified;-1.3827923069
6861;Newman ;Chino Valley Unified;-1.4512185959
6862;Walnut Avenue ;Chino Valley Unified;-0.42455869
6865;Dickson ;Chino Valley Unified;0.886585243
6866;Alicia Cortez ;Chino Valley Unified;-0.1050461409
6867;Anna A. Borba Fundamental ;Chino Valley Unified;0.1455004024
6868;Levi H. Dickey ;Chino Valley Unified;-2.4977614124
6869;Lyle S. Briggs Fundamental;Chino Valley Unified;-0.7722598004
6871;Gerald F. Litel ;Chino Valley Unified;-1.0047406193
6872;Eagle Canyon ;Chino Valley Unified;-1.6002687664
6873;Oak Ridge ;Chino Valley Unified;-1.1057300934
6874;Howard Cattle ;Chino Valley Unified;-0.4413488338
6875;Rolling Ridge ;Chino Valley Unified;-1.3626777681
6876;Butterfield Ranch ;Chino Valley Unified;-0.6719297288
6879;Country Springs ;Chino Valley Unified;1.0524784246
6880;Hidden Trails ;Chino Valley Unified;1.1620412749
4386;Ronald Reagan ;Chowchilla ;-0.1395473966
4390;Fairmead ;Chowchilla ;-0.8712857009
7403;Hedenkamp (Anne and William) ;Chula Vista ;3.04999446
7404;Liberty ;Chula Vista ;-1.1081324802
7405;Salt Creek ;Chula Vista ;-0.7954572477
7406;Veterans ;Chula Vista ;1.0501007821
7407;Wolf Canyon ;Chula Vista ;-2.3955632494
7408;Leonardo da Vinci Health Sciences Charter;Chula Vista ;0.243279011
7410;Camarena (Enrique S.) ;Chula Vista ;2.9252008065
7411;Castle Park ;Chula Vista ;-0.9124764139
7412;Allen (Ella B.) ;Chula Vista ;0.2306517849
7413;Rohr (Fred H.) ;Chula Vista ;-1.3943122542
7414;Rogers (Greg) ;Chula Vista ;-2.8229789361
7415;Halecrest ;Chula Vista ;0.3451897009
7416;Harborside ;Chula Vista ;-0.906964667
7417;Cook (Hazel Goes) ;Chula Vista ;-2.0619559894
7418;Hilltop Drive ;Chula Vista ;1.7068530438
7419;Lauderbach (J. Calvin) ;Chula Vista ;-3.2372270527
7421;Kellogg (Karl H.) ;Chula Vista ;-2.9170373965
7422;Rice (Lilian J.) ;Chula Vista ;-3.1564674416
7423;Loma Verde ;Chula Vista ;-2.66999047
7424;Feaster (Mae L.) Charter;Chula Vista ;-6.5187299759
7425;Finney (Myrtle S.) ;Chula Vista ;-2.2200619459
7426;Palomar ;Chula Vista ;-1.6342783451
7427;Mueller Charter (Robert L.);Chula Vista ;-1.7441499929
7428;Rosebank ;Chula Vista ;-0.6844825765
7429;Silver Wing ;Chula Vista ;-0.0880252967
7430;Sunnyside ;Chula Vista ;-0.7625633794
7431;Valle Lindo ;Chula Vista ;-2.1105229109
7432;Valley Vista ;Chula Vista ;-0.2703738585
7433;Vista Square ;Chula Vista ;-1.8012179056
7434;Parkview ;Chula Vista ;-0.5934280684
7435;Juarez-Lincoln ;Chula Vista ;-0.2616716055
7436;Los Altos ;Chula Vista ;-2.8089148313
7437;Tiffany (Burton C.) ;Chula Vista ;-2.1273923353
7438;Otay ;Chula Vista ;-3.0574891695
7439;Chula Vista Hills ;Chula Vista ;-0.0227647828
7440;EastLake ;Chula Vista ;-0.0465573907
7441;Clear View;Chula Vista ;-0.9058072735
7442;Discovery Charter;Chula Vista ;-0.4164141363
7443;Olympic View ;Chula Vista ;-0.1942199382
7444;Casillas (Joseph) ;Chula Vista ;-3.139886561
7445;Chula Vista Learning Community Charter;Chula Vista ;-1.3772461029
7446;Marshall (Thurgood) ;Chula Vista ;-0.2435691578
7447;Arroyo Vista Charter;Chula Vista ;0.4649533176
7448;Heritage ;Chula Vista ;0.2625059232
7449;McMillin (Corky) ;Chula Vista ;-0.5498490042
9852;Cinnabar Charter;Cinnabar ;-1.4865032308
2312;Chaparral ;Claremont Unified;0.0420718692
2313;Condit ;Claremont Unified;1.9796861177
2315;Mountain View ;Claremont Unified;-0.9138400751
2316;Oakmont ;Claremont Unified;-1.9410946773
2317;Sumner ;Claremont Unified;0.9215582528
2318;Sycamore ;Claremont Unified;0.2561222957
2319;Vista del Valle ;Claremont Unified;-2.2324213593
975;Clay ;Clay Joint ;2.8555640458
5028;Clear Creek ;Clear Creek ;-1.634609835
9857;Jefferson ;Cloverdale Unified;1.8867304812
978;James S. Fugman ;Clovis Unified;-1.0982566047
979;Woods (Harold L.) ;Clovis Unified;0.6754511526
981;Reagan ;Clovis Unified;0.5290703062
984;Bud Rank ;Clovis Unified;0.4354133963
986;Roger S. Oraze ;Clovis Unified;0.5839621408
993;Cole ;Clovis Unified;0.0726152692
994;Dry Creek ;Clovis Unified;-1.4602344513
995;Fort Washington ;Clovis Unified;0.0313071508
996;Jefferson ;Clovis Unified;-1.1212468054
997;Nelson ;Clovis Unified;3.5647243964
998;Sierra Vista ;Clovis Unified;-1.0485163881
999;Tarpey ;Clovis Unified;0.9653705481
1000;Temperance-Kutner ;Clovis Unified;0.6977910953
1001;Weldon ;Clovis Unified;-2.3807747016
1003;Miramonte ;Clovis Unified;-1.2732772705
1004;Lincoln ;Clovis Unified;-0.0806438271
1006;Cox ;Clovis Unified;0.6557460775
1007;Mountain View ;Clovis Unified;-0.4228456997
1008;Gettysburg ;Clovis Unified;0.1826902036
1009;Fancher Creek ;Clovis Unified;1.745737905
1010;Valley Oak ;Clovis Unified;-0.9340464413
1012;Red Bank ;Clovis Unified;0.9580924716
1014;Liberty ;Clovis Unified;-0.578395819
1015;Garfield ;Clovis Unified;0.6713282034
1016;Maple Creek ;Clovis Unified;2.5625561304
1017;Cedarwood ;Clovis Unified;-1.6261554271
1018;Copper Hills ;Clovis Unified;0.8497676127
1019;Clovis ;Clovis Unified;-1.1158456431
1021;Century ;Clovis Unified;-0.7069442538
1022;Riverview ;Clovis Unified;-0.6844225165
1023;Freedom ;Clovis Unified;1.7001791062
6227;Coral Mountain Academy;Coachella Valley Unified;-1.8877322406
6241;Westside ;Coachella Valley Unified;-0.8938560353
6242;Cesar Chavez ;Coachella Valley Unified;-1.7942785414
6245;Mountain Vista ;Coachella Valley Unified;-1.6956141241
1030;Sunset ;Coalinga-Huron Unified;-1.1701180362
1034;Nell Dawson ;Coalinga-Huron Unified;-0.2280613283
8602;Cambria Grammar;Coast Unified;0.8015248862
5702;Colfax ;Colfax ;-0.9229411745
8846;Santa Ynez ;College ;-1.3455566811
8847;Santa Ynez Valley Charter;College ;1.1243522269
6887;Crestmore ;Colton Joint Unified;-1.0790153653
6889;Grand Terrace ;Colton Joint Unified;-0.277957002
6890;Ulysses Grant ;Colton Joint Unified;0.7460368279
6894;Paul Rogers ;Colton Joint Unified;0.2775010375
6895;Ruth Grimes ;Colton Joint Unified;0.7201310963
6897;Terrace View ;Colton Joint Unified;-2.2705806291
6903;Reche Canyon ;Colton Joint Unified;-0.5182654189
6904;Jurupa Vista ;Colton Joint Unified;-0.9880611517
6905;Cooley Ranch ;Colton Joint Unified;2.4429376593
6907;Michael D'Arcy ;Colton Joint Unified;-1.8627238977
6908;Sycamore Hills ;Colton Joint Unified;0.5313503672
9496;Columbia ;Columbia ;0.0972406742
10593;Columbia ;Columbia Union;-0.6428749076
10382;Columbine ;Columbine ;-0.0207055424
559;James M. Burchfield Primary;Colusa Unified;2.2171582101
4181;Ronald E. McNair ;Compton Unified;-0.8770628789
4183;Foster ;Compton Unified;-3.9876382892
4184;Jefferson ;Compton Unified;-3.4977539859
4185;Kelly ;Compton Unified;-2.7713893543
4190;Roosevelt ;Compton Unified;-1.4590285049
4195;Ralph Bunche ;Compton Unified;0.7482068002
4209;Clinton, William Jefferson;Compton Unified;-4.1323045483
10799;Environmental Academy of Research Technology and E;Conejo Valley Unified;0.1927697756
10805;Acacia ;Conejo Valley Unified;3.5162995136
10806;Aspen ;Conejo Valley Unified;1.1420626495
10807;Banyan ;Conejo Valley Unified;2.4774412776
10808;Madrona ;Conejo Valley Unified;5.4941477585
10810;Maple ;Conejo Valley Unified;2.331270632
10811;Walnut ;Conejo Valley Unified;2.37637632
10813;Conejo ;Conejo Valley Unified;2.0031919258
10815;Ladera ;Conejo Valley Unified;2.9816208363
10816;Weathersfield ;Conejo Valley Unified;2.2902070818
10818;Westlake ;Conejo Valley Unified;3.0779522926
10819;Wildwood ;Conejo Valley Unified;0.7682083705
10820;Cypress ;Conejo Valley Unified;1.1706850022
10822;Westlake Hills ;Conejo Valley Unified;0.9393534636
10823;Lang Ranch;Conejo Valley Unified;0.8360354073
1938;John C. Fremont ;Corcoran Joint Unified;0.1517251805
1940;Mark Twain ;Corcoran Joint Unified;-1.0568182637
10273;Woodson ;Corning Union ;-0.7309027568
10275;Olive View ;Corning Union ;-1.083657508
5899;Clara Barton ;Corona-Norco Unified;1.8057985207
5900;Temescal Valley ;Corona-Norco Unified;-0.2418191201
5901;Dwight D. Eisenhower ;Corona-Norco Unified;-2.6274840303
5902;Harada ;Corona-Norco Unified;1.5023811522
5906;Eastvale ;Corona-Norco Unified;-0.3753682047
5908;Dr. Bernice Jameson Todd ;Corona-Norco Unified;2.3587640388
5909;Rosa Parks ;Corona-Norco Unified;0.0376634643
5910;Louis VanderMolen Fundamental ;Corona-Norco Unified;2.0973515446
5919;John Adams ;Corona-Norco Unified;-0.0917633012
5920;Coronita ;Corona-Norco Unified;-1.4826628346
5921;Garretson ;Corona-Norco Unified;4.3284876284
5922;George Washington ;Corona-Norco Unified;0.9639788629
5923;Highland ;Corona-Norco Unified;0.6185173963
5924;Home Gardens Academy;Corona-Norco Unified;-1.0925135464
5926;Lincoln Alternative ;Corona-Norco Unified;1.8959105645
5927;Norco ;Corona-Norco Unified;1.2921631938
5928;Parkridge ;Corona-Norco Unified;1.4460716247
5929;Riverview ;Corona-Norco Unified;-2.3852694829
5930;Sierra Vista ;Corona-Norco Unified;0.6379458874
5931;Vicentia ;Corona-Norco Unified;-0.5206115444
5937;John Stallings ;Corona-Norco Unified;1.5897498217
5938;Foothill ;Corona-Norco Unified;-0.6313744202
5939;Prado View ;Corona-Norco Unified;-1.2749262052
5940;William McKinley ;Corona-Norco Unified;-1.8432471099
5941;Susan B. Anthony ;Corona-Norco Unified;-0.4833687216
5942;Cesar Chavez Academy;Corona-Norco Unified;-0.4654808879
5943;Benjamin Franklin ;Corona-Norco Unified;1.2563013489
5945;Woodrow Wilson ;Corona-Norco Unified;1.1395633665
5946;Corona Ranch ;Corona-Norco Unified;1.4997171944
5947;Orange ;Corona-Norco Unified;1.2180628195
7454;Coronado Village ;Coronado Unified;-0.6801890862
7455;Silver Strand ;Coronado Unified;-0.0883651806
9976;Waldo Rohnert Intermediate;Cotati-Rohnert Park Unified;-1.6778324884
9977;Thomas Page Academy;Cotati-Rohnert Park Unified;-0.7116631517
9978;Evergreen ;Cotati-Rohnert Park Unified;-0.0320996051
9979;Marguerite Hahn ;Cotati-Rohnert Park Unified;1.3434455348
9980;Monte Vista ;Cotati-Rohnert Park Unified;-0.1334722458
9499;North Cottonwood;Cottonwood Union ;-2.9370454377
2326;Barranca ;Covina-Valley Unified;-0.0253496753
2327;Ben Lomond ;Covina-Valley Unified;-1.6647269811
2328;Cypress ;Covina-Valley Unified;0.6506256038
2329;Grovecenter ;Covina-Valley Unified;-0.9362360526
2330;Lark Ellen ;Covina-Valley Unified;-1.183896124
2332;Manzanita ;Covina-Valley Unified;0.3797646649
2333;Merwin ;Covina-Valley Unified;0.0716857142
2334;Mesa ;Covina-Valley Unified;0.7424203518
2335;Rowland Avenue ;Covina-Valley Unified;-0.9725023134
2338;Workman Avenue ;Covina-Valley Unified;0.210723011
6910;Cucamonga ;Cucamonga ;-1.6791298832
6911;Los Amigos ;Cucamonga ;-1.1404788456
6913;The Ontario Center;Cucamonga ;-1.1892287767
1399;Cuddeback ;Cuddeback Union ;1.1791001545
2343;Linwood E. Howe ;Culver City Unified;4.167880232
2344;El Marino ;Culver City Unified;2.4312557314
2345;El Rincon ;Culver City Unified;1.558760704
2346;Farragut ;Culver City Unified;2.4367522771
2347;La Ballona ;Culver City Unified;0.2864592867
9034;Chester W. Nimitz ;Cupertino Union;3.2829325883
9038;Dwight D. Eisenhower ;Cupertino Union;2.4005728761
9045;Louis E. Stocklmeir ;Cupertino Union;2.3815510657
9046;Manuel De Vargas ;Cupertino Union;3.6100894655
9050;R. I. Meyerholz ;Cupertino Union;1.2083152709
10596;Curtis Creek ;Curtis Creek ;0.4026059514
1401;Cutten ;Cutten ;-0.9894411177
5207;A. E. Arnold ;Cypress ;-1.8210962328
5208;Clara J. King ;Cypress ;0.9466386805
5209;Frank Vessels ;Cypress ;0.7234186634
5210;Juliet Morris ;Cypress ;1.6977133617
5211;Margaret Landell ;Cypress ;0.102257741
5212;Steve Luther ;Cypress ;1.0431514219
10863;Fred T. Korematsu  School at Mace Ranch;Davis Joint Unified;3.8588264962
10868;Birch Lane ;Davis Joint Unified;2.3572984617
10870;North Davis ;Davis Joint Unified;3.5885017345
10871;Pioneer ;Davis Joint Unified;1.6650348728
10872;Cesar Chavez ;Davis Joint Unified;2.9035673882
10873;Robert E. Willett ;Davis Joint Unified;2.1138232912
10876;Patwin ;Davis Joint Unified;4.0992301775
10877;Marguerite Montgomery ;Davis Joint Unified;2.6539262111
7460;Community Montessori Charter;Dehesa ;-1.3426627214
7463;Dehesa ;Dehesa ;-2.6083420014
7464;Dehesa Charter;Dehesa ;-1.9011311246
7466;Sycamore Ridge;Del Mar Union ;0.0700549881
7469;Del Mar Hills ;Del Mar Union ;3.025963673
7470;Carmel Del Mar ;Del Mar Union ;-0.6941487232
869;Joe Hamilton ;Del Norte County Unified;-1.1045093531
872;Pine Grove ;Del Norte County Unified;-2.0541991273
873;Redwood ;Del Norte County Unified;-3.1654020685
874;Smith River ;Del Norte County Unified;-1.1167080067
875;Mary Peacock ;Del Norte County Unified;-1.20767124
1702;Harvest ;Delano Union ;0.2454700357
1705;Pioneer;Delano Union ;-0.2785122919
1713;Morningside;Delano Union ;-0.1508444402
4765;Harmony ;Delhi Unified;-0.7410269469
4769;El Capitan ;Delhi Unified;-2.0752551657
4770;Schendel ;Delhi Unified;-0.6468454032
10036;Denair Academic Avenues;Denair Unified;-0.2337817009
10039;Denair ;Denair Unified;-1.7213102994
5951;Dr. Reynaldo J. Carreon Jr. Academy;Desert Sands Unified;-0.3274740026
5952;Benjamin Franklin ;Desert Sands Unified;-1.3371444965
5953;Carrillo Ranch ;Desert Sands Unified;1.0940890824
5954;Ronald Reagan ;Desert Sands Unified;-0.5591811236
5964;Abraham Lincoln ;Desert Sands Unified;-1.6975993931
5967;George Washington Charter;Desert Sands Unified;1.8585746004
5974;Harry S. Truman ;Desert Sands Unified;1.7030304967
5976;James Madison ;Desert Sands Unified;-2.8562496765
5977;James Monroe ;Desert Sands Unified;-0.0263872524
5978;Gerald R. Ford ;Desert Sands Unified;0.3045497435
5980;James Earl Carter ;Desert Sands Unified;0.8946182432
5981;John Adams ;Desert Sands Unified;0.7038416571
5982;Lyndon B. Johnson ;Desert Sands Unified;1.2153234813
5984;Amelia Earhart  School of International;Desert Sands Unified;1.4155233162
4464;Mary E. Silveira ;Dixie ;2.2195171882
4466;Vallecito ;Dixie ;2.834140101
9685;Dixon Montessori Charter;Dixon Unified;-0.7641281607
9689;Anderson (Linford L.) ;Dixon Unified;-2.8639956497
9690;Tremont ;Dixon Unified;2.222293352
9691;Gretchen Higgins ;Dixon Unified;-1.227272414
4763;Bernhard Marks ;Dos Palos Oro Loma Joint Unified;-0.0339540673
10328;Douglas City ;Douglas City ;-0.1741629433
2353;Gauldin ;Downey Unified;-0.9039532602
2354;Alameda ;Downey Unified;-0.523337508
2355;Carpenter ;Downey Unified;-2.7418820049
2357;Lewis ;Downey Unified;-1.1918781921
2358;Unsworth ;Downey Unified;-0.6481528332
2359;Gallatin ;Downey Unified;0.964112348
2360;Imperial ;Downey Unified;-1.4423665273
2361;Price ;Downey Unified;-1.0056813604
2362;Rio Hondo ;Downey Unified;-0.735834572
2363;Rio San Gabriel ;Downey Unified;-2.1707845437
2364;Williams ;Downey Unified;0.2951157816
2369;Old River ;Downey Unified;-0.3638117381
5704;Barrett Ranch ;Dry Creek Joint ;-0.0099813639
5705;Creekview Ranch;Dry Creek Joint ;-2.4881512927
5706;Heritage Oak ;Dry Creek Joint ;-1.2651096282
5707;Antelope Meadows ;Dry Creek Joint ;-0.4335919846
5709;Quail Glen ;Dry Creek Joint ;-0.4423521933
5710;Olive Grove ;Dry Creek Joint ;0.0605786203
5712;Coyote Ridge ;Dry Creek Joint ;1.7730558074
2374;Andres Duarte ;Duarte Unified;-0.4179754576
2377;Royal Oaks ;Duarte Unified;1.8181519821
2378;Valley View ;Duarte Unified;0.811374601
373;Dublin ;Dublin Unified;1.5691860807
374;Frederiksen ;Dublin Unified;0.2614208377
375;Murray ;Dublin Unified;0.3414072069
9860;Dunham Charter;Dunham ;-0.2213110391
466;Durham ;Durham Unified;2.8077245914
10396;Alila;Earlimart ;-1.8980771585
2388;Ceres ;East Whittier City ;0.2756419984
2390;Evergreen ;East Whittier City ;0.8584508858
2393;La Colima ;East Whittier City ;0.2892692432
2394;Laurel ;East Whittier City ;0.5751069694
2395;Mulberry ;East Whittier City ;-1.28436778
2396;Murphy Ranch ;East Whittier City ;0.2437764403
2397;Ocean View ;East Whittier City ;0.9171664649
2398;Orchard Dale ;East Whittier City ;-1.1331959458
2399;Scott Avenue ;East Whittier City ;0.2132846765
2400;Leffingwell ;East Whittier City ;0.5415222502
4798;Antelope ;Eastern Sierra Unified;-0.1515403823
4801;Lee Vining ;Eastern Sierra Unified;2.8260254305
2382;Enterprise ;Eastside Union ;-2.1270162103
2383;Eastside ;Eastside Union ;-1.0175849714
2384;Columbia ;Eastside Union ;-0.4204372502
2386;Tierra Bonita ;Eastside Union ;-0.8748539089
1723;Orangewood ;Edison ;0.1900178177
1529;Ballington Academy for the Arts and Sciences;El Centro ;-1.9290557989
1530;Imagine Schools at Imperial Valley;El Centro ;-1.2672187513
1532;De Anza Magnet;El Centro ;-0.8686527146
1533;Desert Garden ;El Centro ;0.189961729
1534;Harding ;El Centro ;-0.9532667959
1537;Margaret Hedrick ;El Centro ;-1.4478934162
1538;McKinley ;El Centro ;-5.1907516477
1542;Sunflower ;El Centro ;2.1705350808
878;Charter Alternative Program (CAP);El Dorado County Office of Education;-2.6460911741
2402;Cherrylee ;El Monte City;0.7094864649
2403;Cleminson ;El Monte City;-0.3898140644
2404;Columbia ;El Monte City;1.1718591847
2406;Durfee ;El Monte City;0.0116584655
2408;Gidley ;El Monte City;0.377024369
2412;Rio Hondo ;El Monte City;-0.3676869614
2413;Rio Vista ;El Monte City;-1.2243856276
2416;Wright ;El Monte City;0.8005027439
2428;Alice M. Birney ;El Rancho Unified;-0.5933353002
2429;Durfee ;El Rancho Unified;-2.3022076241
2430;Lawrence T. Magee ;El Rancho Unified;-0.6059509379
2431;North Ranchito ;El Rancho Unified;-2.6722573616
2432;Rio Vista ;El Rancho Unified;-1.5963496267
2433;Rivera ;El Rancho Unified;0.5633653646
2434;South Ranchito ;El Rancho Unified;-1.2682364492
2435;Valencia ;El Rancho Unified;-1.3273542286
2442;Center Street ;El Segundo Unified;1.107678562
2444;Richmond Street ;El Segundo Unified;1.7683243267
1915;Frazier Park ;El Tejon Unified;-0.5374313914
6359;Edna Batey ;Elk Grove Unified;0.8186227722
6360;Arlene Hein ;Elk Grove Unified;0.8536129976
6363;Roy Herburger ;Elk Grove Unified;-0.6044902167
6364;Arnold Adreani ;Elk Grove Unified;-1.873105471
6365;Helen Carr Castello ;Elk Grove Unified;-1.81888718
6368;Carroll ;Elk Grove Unified;0.1427256986
6369;California Montessori Project - Elk Grove Campus;Elk Grove Unified;-1.4910713184
6370;Sunrise ;Elk Grove Unified;0.7234139919
6384;Anna Kirchgater ;Elk Grove Unified;-1.7283944744
6387;Cosumnes River ;Elk Grove Unified;1.4484303883
6388;David Reese ;Elk Grove Unified;-0.7102334288
6389;C. W. Dillard ;Elk Grove Unified;1.2105542634
6390;Elk Grove ;Elk Grove Unified;-1.0949154239
6391;Florin ;Elk Grove Unified;-2.2875154874
